id,host_id,number_of_reviews,raw_rating,m0_unpooled,m1_approachA,m2_approachB,m3_approachC
36351807,114231863,2,5,4.519234837085251,4.550248977522983,4.571079956901415,4.656339452058253
36035705,271102077,29,4.66,4.636369589628199,4.677690753714127,4.732731380803307,4.71069610418272
36052075,130471540,9,4.89,4.776933161905489,4.6631127595576425,4.738594650496158,4.749701474009738
36940077,162523434,36,4.83,4.814225306130917,4.756871360403277,4.76073415552678,4.816454690081072
37110638,1786668,3,5,4.638522739276513,4.579519771116404,4.620831328446765,4.687867823148081
38120086,289410115,2,4.5,4.194452116760251,4.524748320122984,4.578810878008365,4.6293063699037855
38582150,292943469,66,4.76,4.755451694327456,4.7546828664528356,4.766509946753296,4.773716147620819
38237641,290558596,1,4,3.762646833247537,4.477004194525166,4.481097785328012,4.583762319718613
38282997,291013225,5,5,4.770246339438804,4.622285080639334,4.679155473417953,4.722167206539945
39019200,60390685,1,5,4.221268720097537,4.496732093925166,4.496717313391623,4.583034167080522
38478328,2500672,20,4.95,4.903820804739232,4.751413524484969,4.8148876102267275,4.822759184292373
38777862,45092292,18,4.67,4.633944529143203,4.66804088610546,4.734188813442392,4.518795069161039
39119537,75414771,19,4.79,4.751080887047854,4.702706421087053,4.7362130596382075,4.689176364144056
38812990,38763138,7,5,4.844523417519864,4.6565921530387815,4.715126916263079,4.7489902471136585
39293761,128236627,55,4.87,4.860299208102033,4.803906357652949,4.818495679669029,4.841478721220675
39299905,301726502,36,4.83,4.8107667598809165,4.760540997703277,4.764091713894892,4.800036081753199
39682697,193815540,190,4.65,4.649324331776835,4.682765992799038,4.670026207108811,4.702813901471917
40129235,10531947,4,5,4.726387390172965,4.603623181595801,4.652782698105894,4.709781309742498
40372790,206238302,2,5,4.515912448260251,4.550590355297984,4.572432159578976,4.662214038175527
39907479,307461520,1,5,4.212352286772537,4.497381259925167,4.495882676385361,4.613258769674414
40484143,45092292,6,4.17,4.127619141939227,4.550006053464221,4.556926244210533,4.466018107225432
40485502,45092292,7,4.86,4.728284737194864,4.640079810738782,4.708889165557109,4.475591686369074
40854749,317985527,22,4.55,4.52449800877348,4.639916924536598,4.681910576426725,4.491306194045993
40738581,315172847,1,5,4.226926888172537,4.500543293500166,4.495901446634177,4.491651665606839
40771473,146131799,9,5,4.876293851505489,4.679233988357642,4.7387112057771885,4.773076607122126
41756646,329877432,3,5,4.651996964301513,4.581201096191404,4.621398624098526,4.683949567907109
41771433,257524053,23,4.91,4.8684780426875465,4.752130246153678,4.766065082795353,4.818584603241268
41809935,208410066,31,4.74,4.717124227587502,4.717389608006992,4.740509187788132,4.751253189708576
41849947,3551811,17,5,4.938645492704879,4.751545747553622,4.801085942198953,4.815024844418653
41902693,240473406,89,4.26,4.262935409572829,4.440864265787895,4.387222398435999,4.336127944282703
41920772,4324548,7,4.57,4.478179102319864,4.601327249738782,4.589005743959075,4.6684080068189315
42171947,334045878,1,5,4.234238505522537,4.497397003400166,4.49845017428152,4.615208573075831
42293580,56828592,27,4.93,4.904368914384465,4.77480412019888,4.83991020539587,4.8080077669503325
42940407,129230780,1,4,3.7831947442225373,4.476714082950166,4.4988889543550625,4.583992816062288
44548433,14120962,1,5,4.222549599047537,4.497921112650166,4.494500157639862,4.655318630678286
45097085,37865509,22,4.59,4.56674776069848,4.651292704986598,4.678678690014917,4.682057872266162
45155419,60288655,14,4.86,4.795480062507578,4.696429926861599,4.780702593031078,4.770163127966856
46018473,181038306,1,4,3.782870992922537,4.477779060275166,4.498544727418457,4.541412357915055
46049321,90565975,69,4.68,4.672282724291523,4.706318624019916,4.694482638412978,4.7406916267054795
45594786,56828592,28,4.71,4.686107952070292,4.696646097084417,4.723649771107758,4.806804982301663
46621834,99111109,17,4.94,4.883037262204879,4.7318343364536215,4.800461385762816,4.809951481770481
46155593,5030522,6,5,4.815539965464227,4.640244905964222,4.69851128662283,4.737068474656456
46745830,376378762,19,4.16,4.159419251397854,4.526601722087054,4.457190853499904,4.481797935694318
46768210,376378762,36,4.61,4.596937309780917,4.665790830603277,4.643452056139993,4.515538124494419
46768401,376378762,31,4.52,4.505282751337502,4.6270315380569915,4.60100914602604,4.507521262181508
46769222,376378762,13,4.46,4.423886870041282,4.605796110679445,4.579180791129106,4.467179211585506
46353122,10017430,11,5,4.9010902887607655,4.700042432088781,4.759610779269585,4.863131761975427
46870073,376378762,32,4.44,4.431013175411107,4.595704649639254,4.609848980872794,4.507745650919364
46870077,376378762,16,4.5,4.469579300723393,4.618979645091437,4.620043610121913,4.477389102314497
46870094,376378762,48,4.31,4.309603629027369,4.521123174882674,4.476280624423777,4.52270378887991
46871194,168617061,53,4.94,4.923469636077081,4.8382832201391235,4.854290623798957,4.882645486502013
46542159,376378762,20,4.6,4.576963941214233,4.650486166259969,4.666448077029175,4.487651862483274
47730365,162523434,5,4.4,4.298031366413805,4.568657026689334,4.5355335957243605,4.7250543542674315
47833657,385537165,58,4.88,4.867983115915913,4.815854339161945,4.827550213705804,4.849335154091191
48970663,376378762,45,4.51,4.503073151471757,4.62182281599681,4.5761635934691265,4.5242335839950885
47917429,35226881,4,5,4.720764267322965,4.609398584520801,4.646661571564732,4.712466645541401
48308585,376378762,47,4.53,4.522425370396854,4.627390484975786,4.588097986200279,4.526327233715574
49039344,24100622,92,4.9,4.893256304162975,4.8526215256993135,4.873127778748651,4.877417934136696
48370660,15205326,4,4.75,4.540618472197965,4.585848548770802,4.651609547208923,4.679381681319807
48049258,315172847,17,4.35,4.333206355679879,4.580971253853622,4.5260121332729915,4.6198656876659285
49136305,11941290,1,5,4.207680072222537,4.498632173650166,4.498201303459383,4.6175934225529005
49376352,19221413,110,4.88,4.875349460389748,4.847305346275766,4.8660544551203735,4.867116415995384
49220041,376378762,27,4.59,4.574967889959464,4.64933792589888,4.64463367074297,4.501477804341332
49220397,376378762,16,4.06,4.059381438673393,4.509524685691436,4.385397824308764,4.473498992475169
49220474,376378762,28,4.61,4.595340647195292,4.665229353834417,4.65083644073641,4.503475969333497
49220565,376378762,27,4.56,4.541670329084464,4.64228407779888,4.643344826573087,4.50134055157221
49220748,376378762,50,4.52,4.516042950917786,4.62311379375132,4.607653023577523,4.528459103323374
49220898,376378762,22,4.5,4.48058633327348,4.623385561561598,4.592389225163844,4.491474727878575
48560616,376378762,18,4.78,4.736354100743203,4.692427138280459,4.733202941241942,4.484710325933347
49237208,376378762,20,4.8,4.763498660039232,4.711413346334969,4.747304423904154,4.48976389068912
49460383,376378762,25,4.16,4.159333818005072,4.506117831978502,4.449951456501069,4.493676186694715
49242875,376378762,39,4.69,4.678281312220259,4.704130249095683,4.719566311904851,4.5202425101746995
48580532,376378762,45,4.69,4.681913425771756,4.70799822334681,4.745777392813543,4.5274990580516
48617487,376378762,20,4.5,4.476044096264233,4.623535044334969,4.663362571696223,4.486757700862306
48673920,376378762,35,4.71,4.692927038636132,4.7070877550029495,4.698414901557897,4.51563967149358
48674938,376378762,41,4.29,4.287259884745424,4.525257421935804,4.482215783320938,4.515579685980426
48686429,376378762,18,4.61,4.579350824493202,4.64943163400546,4.643756586100376,4.482747973547925
48706001,392940036,28,4.25,4.247429784095292,4.533668036934417,4.488394016202347,4.278075704095491
49955160,392940036,66,4.26,4.2621829123274555,4.467077214227836,4.404988150178538,4.315962822109395
49957115,402851325,42,4.71,4.696465912836554,4.712639281652837,4.7345185860737,4.738263678454279
48708419,392940036,4,2.25,2.6298502257054652,4.399847252395801,4.035180283014031,4.1860762426093485
48709147,392940036,56,4.23,4.232713036733006,4.463861567382234,4.375707700356158,4.308031048004626
48709546,392940036,11,4.36,4.329255264660766,4.58339308661378,4.5435196332332835,4.236236978417185
50588339,11754890,52,4.94,4.926896963291711,4.83729367940008,4.853565497065824,4.907498544215513
50300112,114471938,15,5,4.92923984566778,4.736180551505572,4.790289250529601,4.818301258351256
50613206,376378762,15,4,4.012504034442781,4.499865582105572,4.370542842241442,4.470617894613591
50318367,7112902,3,4.67,4.418852114951513,4.556719861441404,4.617048593333469,4.6559560661147374
50647536,376378762,19,4.79,4.749381597797854,4.701733218337053,4.74125044987643,4.486534723818409
50165292,253015228,108,4.47,4.469780723509893,4.567453671219515,4.54637238763793,4.49475483025646
50437902,144968199,47,4.72,4.706450395846854,4.721452011525786,4.7546900247328825,4.74585261140201
51073296,25526162,73,4.97,4.956763587949085,4.8826732989635335,4.8804385438202145,4.918592123872944
50480399,376378762,33,4.52,4.510527537639741,4.628796490730019,4.620334623053544,4.509967377705103
50481041,376378762,27,4.59,4.572885832934465,4.6544454956738806,4.6442214076310275,4.5012792227681375
51158013,376378762,19,4.42,4.403168266172854,4.596505658562053,4.559770730764248,4.484246560841247
51158129,376378762,15,4,4.00614763886778,4.500935803130572,4.364416750232357,4.470535019304369
51158456,376378762,18,4.5,4.474567850518203,4.61906415978046,4.644364388695787,4.482393191127266
51158840,376378762,16,4.38,4.357042119373393,4.592739941741436,4.619558548654546,4.47593493350402
51159000,376378762,27,4.22,4.219882734009465,4.52186196959888,4.475893178456664,4.497546785905773
51164086,376378762,17,4.24,4.230793826504879,4.552337879728622,4.53161474471653,4.477989790949146
51273062,376378762,10,4.5,4.4464563139515185,4.606729370537152,4.645485036609884,4.455410954940582
51273273,376378762,20,4.35,4.3398111633142324,4.578051524484969,4.571136019830777,4.48586841070887
50865033,376378762,39,4.54,4.533443663945258,4.633805871970683,4.6632982124935225,4.517943044314581
51301168,253015228,8,3.75,3.775562554810679,4.492301063818619,4.46002593745385,4.373806383306666
51357253,376378762,15,4.07,4.068246984992781,4.515668744355572,4.49198793601085,4.470936029631599
50952760,68991571,86,4.8,4.793891993449359,4.784574123831373,4.8086100773453415,4.799331784472483
51397574,330139450,24,4.96,4.9197198615396545,4.773381200059856,4.829766477324092,4.8325464007151595
51403680,177550432,95,4.92,4.913835438739121,4.867643638851221,4.874915850002135,4.8942327799411744
51416596,376378762,8,4.38,4.326113112110679,4.579745262118618,4.611200601580592,4.444574642157822
51636172,162523434,18,4.67,4.632241488893203,4.667859779055459,4.732598784072191,4.783402073447616
51784300,335026746,3,5,4.646704197801513,4.582190855241405,4.624797783865939,4.685913326957423
51796755,240473406,133,4.53,4.526677896995181,4.600500267825669,4.570234437146876,4.366665824358496
51937655,419867287,20,4.5,4.476207399189232,4.623348410809969,4.664518572739113,4.646227648138875
51995938,3109728,35,4.69,4.678822207361131,4.69959595400295,4.701685677828125,4.657756446336808
52031361,181038306,1,5,4.217067367622537,4.499323548650166,4.494995723281424,4.542351056871548
52082698,421693156,57,5,4.98610070927683,4.878753327278291,4.892927873661425,4.94806440119218
52088221,23666796,14,4.86,4.799203499282578,4.6955556676115995,4.782673410727413,4.767084382412314
52736237,421245848,16,4.5,4.476762901723393,4.6214724565414365,4.6247359648194655,4.6433553283395606
52146061,4785832,91,4.95,4.943411988438609,4.88521154741806,4.896709701843397,4.913564322105192
52396706,418521161,2,5,4.504392711960251,4.548192345972984,4.576658241832701,4.656543499346219
52863742,421245848,8,4.63,4.544571017360679,4.617364860968618,4.606372052548716,4.612382207080879
52875581,30764926,46,4.89,4.874645830825261,4.801819542901495,4.841840814627565,4.90188338685557
52909355,10017430,39,5,4.9800625341202585,4.839205776495683,4.869799076855377,4.9214674884389185
52910190,8362611,7,4.86,4.720180472294864,4.636463502188782,4.7137045306839305,4.723397289607105
52488547,424853657,3,5,4.641899420526513,4.581821406166404,4.624087204833369,4.688160233448808
53040075,194048242,3,4.67,4.410613520851513,4.562506287566404,4.625590072640425,4.667544026979538
53040128,194048242,3,4.67,4.4060460437515125,4.563621990516404,4.623820735709326,4.666702117643145
53040164,194048242,17,4.88,4.8248658933298785,4.717569846678622,4.724592992960337,4.747322801972502
53043810,211108,120,4.92,4.915901061405922,4.878533763149025,4.894520731061124,4.900392028196993
53324275,5731353,41,4.93,4.9109998470454235,4.810391543585804,4.829668583672723,4.859337691093695
53156926,123710005,2,5,4.504158643135251,4.547728441972984,4.5737476740881045,4.657166052896373
53207865,421693156,40,4.98,4.956605575001946,4.834585714432786,4.869798307881306,4.930887760355909
53214169,430811050,2,5,4.501282818735251,4.549084035697984,4.573699123963704,4.658145178095717
53505881,91622377,90,4.93,4.92161308893447,4.871460803819628,4.871855172970137,4.903535711054024
53469474,45546582,23,4.7,4.673023533637546,4.686823463778678,4.69480845553992,4.7363799247376965
54258463,412274729,73,4.29,4.291495526724085,4.474481973963534,4.408566072670611,4.445277883314977
54287727,19302939,105,4.92,4.914725801215107,4.873251627694188,4.883940325700349,4.896514020023765
53965916,22791764,7,4.86,4.720796603744864,4.638243014538782,4.718005412121366,4.6887413075583435
53583678,173856474,7,3.71,3.741483953394864,4.495540834238782,4.432812963564681,4.346195890919352
54407510,91134334,12,4.75,4.677306990626941,4.660817751362039,4.675666664774805,4.726449255315905
54408362,24329673,35,4.49,4.485017640036132,4.61841595390295,4.63559838388615,4.618733997152897
54140928,30346281,1,5,4.222424367172537,4.498890533300166,4.504058210201013,4.617873169334929
53673183,23747528,17,4.76,4.715269622029878,4.686927393478622,4.71987883490861,4.742628144257227
53673299,426183480,23,4.61,4.585778000287546,4.657569614578678,4.690768196234147,4.688025416870655
550783610127571060,317985527,47,4.4,4.398509866421854,4.565955993375786,4.531893006624489,4.523261258616951
552004109473731708,441286634,149,4.96,4.957170603610011,4.917549835400197,4.9252540551011474,4.937986688378472
552734449188647818,160695445,37,4.92,4.898785879820771,4.801100977563111,4.820135678217796,4.851105798686546
53740167,421245848,5,4.6,4.457005165163805,4.588182951889334,4.531639092804809,4.591340101329944
563712213648278053,56928012,1,5,4.226379877397537,4.499481552175166,4.504607279331916,4.617601370740781
554196582739249516,266965831,45,4.51,4.504837411096756,4.61859163639681,4.577865023849817,4.610528493553381
564629674821130301,240473406,179,4.16,4.164238175814256,4.298880287454764,4.222346101896616,4.356771702438035
53761504,52642683,24,4.88,4.8376849353146545,4.747184166684857,4.769519300645151,4.806911668778677
565420148988759285,11991251,9,4.78,4.682843827855489,4.6450048802826425,4.739340048844075,4.729118102274417
565934431067764677,27960592,65,4.94,4.92873703530755,4.855921393618613,4.871167656097584,4.8936511942250105
53807659,421245848,1,4,3.7879566876150372,4.4792003417501665,4.494675727729916,4.516943274355924
567164860696552047,793088,4,5,4.733841565647965,4.605705759920801,4.650978451242156,4.777307039928301
589607521318734500,346216435,2,5,4.506607623310251,4.550563845497984,4.574617087986857,4.6607692477004274
573235901808577514,91622377,12,4.83,4.759196192426941,4.676967497187039,4.678256678073156,4.8100722862474194
598899175134288026,2292688,10,5,4.878866483326519,4.689833078562152,4.748637876973422,4.7827660995738945
594062971522034147,451953852,30,4.73,4.710046926105495,4.70876774790339,4.736628427947961,4.743522199174685
602771662770031198,450528902,3,3.33,3.468794815301513,4.4827404848664045,4.441061514933998,4.3266423153154365
597494487075530521,21881808,35,4.94,4.912000037861131,4.800969636952949,4.813149941000535,4.859321294268097
607837328375932121,162076348,204,4.88,4.8786659861842825,4.866643376990495,4.872376114928534,4.876631923507736
608313117078146413,16521503,26,4.73,4.7019856454039965,4.7034092595772625,4.712917240056912,4.743629094171235
583851236290717216,287157047,1,5,4.218900769497537,4.499945051075166,4.496175860274071,4.616676600389166
607277820935648334,450528902,1,5,4.208296310447537,4.498678460350166,4.488102517410317,4.278091396388265
609868187516447724,84424746,5,5,4.779182277238805,4.626567670239334,4.675038779155166,4.720815334313548
625228514516160911,96133167,8,4.75,4.648441587560679,4.635597351168618,4.723981581741981,4.709443317591054
615073371644884523,86030963,6,5,4.811468675014227,4.645695470039222,4.700458325594131,4.741067233439393
627553264552458489,459249351,26,4.96,4.926998117153997,4.784513947002262,4.8346498219483935,4.846116807472513
623968024291515598,154371846,15,4.73,4.6825064777427805,4.672864237255572,4.704895416981899,4.726777705080328
628681248636852999,68727425,2,5,4.503647891685251,4.553989813572984,4.569077250249556,4.6617328984501265
628737461313340898,459522455,22,4.95,4.90951492542348,4.758198850461598,4.822211715898632,4.833718719405699
635527106503833045,330139450,28,4.82,4.792331044820292,4.736611816459417,4.788442554945124,4.8374088973007625
642063055534851664,444801189,9,3.67,3.7087609973804887,4.473740578957642,4.331165417579851,4.078047279727558
642063117095500909,444801189,27,3.59,3.6181538183344646,4.300615075898881,3.9778568187613472,4.123544796441883
642063215942903781,444801189,61,3.85,3.8575830061331793,4.246255254835622,4.036869782872806,4.1593905476041355
642063301865132953,444801189,37,4.22,4.220466483995771,4.499604563888111,4.436494316555523,4.145520436286172
642063432178207862,444801189,26,4.46,4.448913871728997,4.607005007727262,4.553321288177426,4.131704372081807
642063496579507445,444801189,1,2,2.8906138782150372,4.435751879525166,4.250014619671583,3.977149082280887
642063555836874697,444801189,22,3.91,3.9263089942234797,4.439695658436598,4.290316100559801,4.1182943620326435
646984415364103089,354406178,9,4.89,4.779927070355489,4.661047645807642,4.739390667494334,4.747423863742081
652744629105315348,465010822,172,4.92,4.916404352612073,4.894779140304191,4.902880937154887,4.910745750052099
658275239983835212,793088,2,5,4.511747467185251,4.5485938988229835,4.578225863717692,4.745507605360121
648672842981774361,464122129,13,4.54,4.493613797966282,4.622409571804445,4.6877254197363,4.664851573254628
648995717763961313,162523434,2,5,4.512536306860251,4.548144486797984,4.580006642279502,4.6835926124335066
653323383022727987,123710005,7,4.71,4.598177758919864,4.617194744588782,4.586956869744126,4.714344548391725
663568766193744095,1279101,22,4.86,4.82277613432348,4.735975329411598,4.759809776942344,4.79206143598654
661480810874807760,212707056,39,4.67,4.659857762945259,4.6938417843456826,4.723990080742463,4.717446682332655
654363284128544135,5843725,13,5,4.923467624666283,4.719180792079444,4.775966604116401,4.806154089726197
654553716979592341,355881816,3,3.67,3.7228640835765128,4.5010408121414045,4.445712340426032,4.569379197674162
654853931041417080,465519036,2,5,4.510706566210251,4.549173121372983,4.572084376985367,4.683845189751184
665014480370486940,11011740,2,5,4.5096763211852515,4.547975292247983,4.577403237536313,4.658877349948446
662835913719662489,104445651,2,4.5,4.200994680060251,4.530883853172984,4.572230350122389,4.630582882690652
666359378420600175,84301593,16,5,4.925714505773393,4.741954063266436,4.797021122252559,4.825963526436977
671033062451199519,2659117,18,4.89,4.838882558218203,4.722848979480459,4.806812168621302,4.793609130684475
656127782924045092,465519036,3,5,4.648382508576513,4.581475238016404,4.61648458295723,4.702720055799297
667888083728020486,30764926,32,4.97,4.940610451886107,4.806760930389254,4.853364354770258,4.886731520466029
656395339861991557,31884212,36,4.94,4.914514820430917,4.804915229603277,4.8169271547416,4.861439818813339
673293023634387656,8659214,3,5,4.643332891876513,4.5802522750414045,4.616651122373955,4.683543632119486
675798469933703440,376378762,26,4.69,4.666238880003997,4.687603944477262,4.711522640609548,4.5012497379106184
675805329460513532,376378762,5,4.8,4.615945516338805,4.605140077814334,4.67649459378375,4.42412161415132
669439924033193583,145338200,217,4.81,4.808215471109828,4.811900580970607,4.819302778540946,4.814338318570582
682196036398337430,56581006,23,4.78,4.749497776762547,4.712945137053678,4.766054553006385,4.760586501724254
683975202890941010,105937596,4,5,4.719252965222965,4.602712792645801,4.654284510266364,4.705617981198429
685473500039231809,161538903,327,4.9,4.899035209862245,4.892800562217965,4.893812080665492,4.8976659154959465
678676695937521528,376378762,24,4.67,4.641933556089655,4.679421397959857,4.700604935014286,4.497262663555359
685836034549746906,376378762,32,4.53,4.518477156811107,4.6320743243392535,4.613742825116586,4.5088511639484645
686216287495430820,473325492,15,4.93,4.8653358762927805,4.715173110880572,4.7897715514895935,4.797542805972832
690489369849081585,34359250,9,4.56,4.4991501592304886,4.611908523882642,4.621943347536386,4.670588737781354
693310163665082328,105937596,3,4.67,4.4091512945515126,4.564073396491404,4.619961318465947,4.692288733948127
680223823169671749,174706944,9,4.56,4.490226318980489,4.6152216560326424,4.6260013017638935,4.570183797770818
694616838963571270,16857444,1,4,3.783255750422537,4.478237840350166,4.496201443473166,4.585621671146397
701525927468266997,77352565,12,4.92,4.846282121151941,4.695261376087039,4.765817494762285,4.822897471938481
696675445060336781,377059,6,5,4.816634516489227,4.641550510039222,4.6938943676889355,4.733641385002212
699688762503101721,266965831,21,4.48,4.46414545217384,4.61674936290502,4.586279486478394,4.577100615928134
717323003160843165,56828592,1,5,4.231066106547537,4.498347272775166,4.498229860672242,4.655102232821141
713061244740355343,422606323,8,4.88,4.757863440610679,4.653286351293619,4.723867480726586,4.734113060682312
726631314596410200,317985527,20,4.5,4.480569152514232,4.621790034384969,4.668540430812059,4.486738478460674
729460781307589853,190564706,138,4.88,4.874410981929237,4.856259558117734,4.866129886698703,4.869752217190219
729692989725313899,435093271,96,4.43,4.431815326715083,4.545912199155492,4.497493385354637,4.52483940699542
729497179176718045,482033037,5,4,3.9824368326638044,4.534424083864334,4.530546009508065,4.33506946798638
729769289580321660,138369952,49,4.98,4.961595287842191,4.852057991102398,4.88409459146451,4.903594450256555
735638622209468548,30396063,3,5,4.655784187701513,4.582693078516404,4.6217489496648,4.619751552061974
736043532747640055,482033037,119,4.5,4.500836251127206,4.583838288192237,4.558218380027636,4.482519486434054
736044144011034308,482033037,169,4.52,4.518413486360028,4.583845777458723,4.570448098436257,4.498628322097098
736044443971390574,482033037,13,3.85,3.8645328114662827,4.478031269929445,4.315718597738228,4.376274259079387
740350635981679341,57261707,39,4.87,4.848470350820258,4.782785656445682,4.8244977137190475,4.838762877313711
741964108662709568,190564706,49,4.82,4.8058329139671905,4.7747076182773975,4.804725154386071,4.821251279766534
742065051866513093,429139117,3,5,4.650184653376513,4.584952803666404,4.618247079740222,4.782151059071368
769634779158122323,37169658,43,4.98,4.961916197736645,4.841255751533556,4.875240208996772,4.898023318296886
774696321821325313,20252170,85,4.85,4.8428010714961465,4.81712816909279,4.837142805773256,4.739490183546339
770851697605034385,136235502,24,4.88,4.8478358112146545,4.748914878409857,4.771348048169938,4.806793452561615
764681158884764348,387128792,2,5,4.507812731785251,4.548574836322984,4.572326355020471,4.658882635949639
776578486226372013,444801189,2,3,3.283018376610251,4.4666441289479835,4.3635542816673185,4.00955614335888
776578538740800043,444801189,3,4.67,4.421774548951513,4.562785576916404,4.619306053082248,4.029786181951649
776578592178629448,444801189,11,4.55,4.503227918935766,4.617607877688781,4.6616449617092846,4.09061654782038
776578645923451232,444801189,3,3.33,3.473760477576513,4.482296988441404,4.434675721828154,4.028311669645618
776578697715750262,444801189,2,4.5,4.193660289010251,4.527184345547984,4.570439662910839,4.011135567215554
776578754842289728,444801189,23,4.52,4.504006119162547,4.629499389153678,4.608087327539095,4.126658850861811
778448069427482379,444801189,12,4.33,4.301210259901941,4.579021128712039,4.564957265376715,4.093741456276714
778448121729364658,444801189,10,4,4.002525103376518,4.523867440812151,4.51873275894734,4.084102839021081
778448170695661362,444801189,6,3.5,3.578702292789227,4.478846801014222,4.3943547754637065,4.059453824371883
768033956012564846,87475436,48,4.98,4.964842456152369,4.850090045432674,4.882250246271138,4.923968696207194
768034306937841820,87475436,6,4.83,4.668103125114227,4.622650369164222,4.702410359378618,4.8276614734358265
791289466094151880,37169658,1,5,4.215357225522537,4.498808328200166,4.4985957730226325,4.724017354106668
785685462989328038,313817165,75,4.75,4.740666971084048,4.75242551914474,4.751518363788535,4.764925133907214
786732694026585402,20985828,13,5,4.910909698091283,4.7181147690794445,4.77436771388802,4.803988154319631
798510409012663089,266965831,3,4.67,4.417645493601513,4.562242819641404,4.619943569056144,4.488764402246156
796074686503928940,56828592,2,5,4.504699847385251,4.544724650147984,4.577096613656897,4.687232055385
799262039246663679,104779347,29,5,4.970149299878199,4.805619864114127,4.846512663834909,4.8769131364290486
796241521558999854,30764926,3,5,4.646294831076513,4.580347229541404,4.621001219597283,4.7765474976697035
805157854295145655,485046847,4,4.25,4.161806343022965,4.550870938420801,4.4886004413838965,4.601235325677967
800038879374450000,9675420,29,4.86,4.8301396203281985,4.755592884814127,4.7918894630101825,4.8074988849358835
812812556092459726,4868471,14,4.71,4.655960073382578,4.6611709539616,4.695910331389524,4.7214051131196015
807350759117320695,37169658,5,4.8,4.6060982224388045,4.605234464839334,4.676198569828911,4.797989864863192
821870575715971956,12892053,58,4.93,4.917108844540913,4.840937949511945,4.861834439952117,4.881411522210593
821102152381558020,14198413,17,4.76,4.714257259879878,4.686016622878622,4.722744023321171,4.7429837455049695
833399595145603813,7872766,5,5,4.776731945213805,4.624200075364334,4.676456836901938,4.725197093349883
832026840280098281,502195315,47,4.91,4.893976294696854,4.815156714275786,4.841611626674311,4.857868895371003
838454459580226978,28601889,7,4.86,4.718737841969864,4.640365835788781,4.713382457890828,4.726038041650901
840695108073942556,19211256,2,5,4.494619001485251,4.548997902222983,4.5786064158545265,4.658540195488051
837360777657095591,793088,38,4.84,4.818773120610568,4.768276058109871,4.77282229195241,4.879724556023626
852928940828023753,58672229,85,4.81,4.803478987971146,4.79122544119279,4.807856836646342,4.828969024620185
856645855614289988,502056149,80,5,4.9902050189646605,4.906678512230604,4.911648326507758,4.9503563035435
858136595662134324,502056149,123,4.95,4.945293008224399,4.900789738827042,4.896470639680711,4.9674802370812
860525184523454390,218375852,4,4.75,4.541046559497965,4.587288918645801,4.652934558437805,4.677406824128684
858503194310434597,66766128,1,5,4.222421519597537,4.496557356125166,4.493607832384179,4.613787453591097
867429474765842828,444801189,17,4.65,4.609023845604878,4.6570517234536215,4.7240161378658065,4.1125212902129
867432835339398917,444801189,2,4,3.8920058015602512,4.5095262247229835,4.57801211200219,4.010761659936952
867897033976645389,509697234,18,4.94,4.8847127655932026,4.73827615270546,4.804882547297915,4.812650203266724
871661345763802824,494482680,8,4.88,4.757461160235679,4.651036332368618,4.723608787027352,4.7394184260240255
872200314372259390,239120332,2,5,4.502903647185251,4.5492334454979835,4.5750188035474375,4.671832863728154
877994221843806861,1442539,27,4.96,4.924623365234464,4.78614909392388,4.841115197205782,4.852235484398943
881912784317448375,83941741,42,4.76,4.746300169711554,4.737028382227837,4.735473290876878,4.794801242014031
873827807661672719,482033037,1,2,2.8964336779775373,4.435431120400166,4.248895896249352,4.261012947554866
873827962315519343,482033037,10,3.8,3.8199911386015186,4.490104825612152,4.375791546011012,4.3656481399948905
879188426924364943,512103531,72,4.81,4.80089311401863,4.786455950401095,4.816236797763145,4.809060775910412
879764796854232046,508078144,20,4.8,4.763678404089233,4.706531633584969,4.746243671081986,4.765558548934473
883793715497619727,472928637,12,3.75,3.779543947751941,4.468356808087039,4.281376755881909,4.450485440473947
888367905940956010,315172847,1,5,4.212084375372537,4.499808296875166,4.497975397418158,4.491936751062611
899801626845630814,391349079,2,4,3.895796864210251,4.505770280897984,4.573370950014823,4.596806333656178
894276797036246236,54887972,2,4.5,4.189057284160251,4.526023530722983,4.567952684689847,4.62853342111564
902340402239938982,72740201,7,4.86,4.721492183844864,4.639186833163782,4.715197800068577,4.723486207788671
904860150885783507,517837368,4,5,4.720478396572965,4.605992986595801,4.649254506881519,4.702395713832549
904891065918691041,239120332,3,4.67,4.417440326201513,4.562099933541404,4.621000103342039,4.689497985833185
903497583077289008,65509081,1,1,2.4492121822225372,4.415196734000166,4.24492145505063,4.492925372321636
912465422320924395,439156774,6,3.83,3.848159454464227,4.513550739064222,4.382181408208027,4.448859297863169
907103724903381041,376378762,15,4.73,4.6792815109677806,4.672092627005572,4.704554416168693,4.4751015117444615
915040684281314663,2639063,101,4.73,4.725967898913437,4.74280843584816,4.745088845833034,4.45102886774422
915075071153229709,512103531,71,4.77,4.763934744560016,4.761262578549756,4.779952212643869,4.806829053846501
919510181981872158,145338200,195,4.81,4.8090145277615255,4.809220941834851,4.819572046138873,4.809031493986027
911117058226848369,176087226,7,4.29,4.2319392977698636,4.566375477188782,4.584647737848363,4.604351837043886
920403672257513048,7679576,36,5,4.973848970780916,4.830415291503277,4.860672086221139,4.941117105494361
920865736201863646,7679576,18,4.94,4.8813782191682025,4.74063872103046,4.806023641605342,4.909158421027409
